difficulty,difficulty_result,seq_length_train,batch_train,num_layers_train,onset_weight_train,enable_beats,precision_micro,recall_micro,f1_micro,precision_chart,recall_chart,f1_chart
10,all_diff,20480,32,2,64,1,0.970967741935484,0.6265536723163840,0.7225932562306570,0.9746803604762100,0.670327420310084,0.7391899104788750
10,easy,20480,32,2,64,1,0.924956369982548,0.8567375886524820,0.860632183908046,0.9290931068587980,0.8575398402512030,0.8596115923416320
10,hard,20480,32,2,64,1,0.9741100323624600,0.6808309726156750,0.7728260869565220,0.975941841066529,0.6822504612539890,0.771949289092339
10,expert,20480,32,2,64,1,0.975736568457539,0.6049562682215740,0.7142857142857140,0.9769291301161360,0.6090359690398960,0.7131433854591520
10,expertplus,20480,32,2,64,1,0.9758064516129030,0.4925742574257430,0.6347687400318980,0.9762277951933120,0.495903165735568,0.6368421052631580
10,all_diff,20480,32,2,64,1,0.9586243954862980,0.6649717514124290,0.7515964240102170,0.9597786212809180,0.7025021574038130,0.765498212642141
20,easy,20480,32,2,64,1,0.8071135430916550,0.9163120567375890,0.8264686022957460,0.8135957302518870,0.916146837758158,0.826470615718946
20,hard,20480,32,2,64,1,0.9086294416243650,0.7695939565627950,0.7869177403369670,0.9112843471410000,0.7704621662376850,0.7862982083132200
20,expert,20480,32,2,64,1,0.953757225433526,0.6516034985422740,0.7425200168563000,0.9559422569767400,0.6513819763585390,0.7428467458994150
20,expertplus,20480,32,2,64,1,0.945945945945946,0.5247524752475250,0.669826224328594,0.9511544011544010,0.5236499068901300,0.669467787114846
20,all_diff,20480,32,2,64,1,0.8867617107942970,0.7186440677966100,0.7467570754716980,0.8889301463025750,0.758063490354073,0.7531178120636020
10,easy,20480,32,2,64,1,0.9289340101522840,0.8709219858156030,0.8647058823529410,0.931202298626248,0.8706671597601260,0.8630329848296160
10,hard,20480,32,2,64,1,0.9854014598540150,0.6610009442870630,0.7654455986878080,0.9867246584415380,0.6615136630844950,0.763635461034919
10,expert,20480,32,2,64,1,0.994011976047904,0.5160349854227410,0.6629213483146070,0.9819158697961940,0.5170286111452930,0.6608543235543630
10,expertplus,20480,32,2,64,1,1.0,0.4183168316831680,0.5787671232876710,1.0,0.4183860955928000,0.5790412327008130
10,all_diff,20480,32,2,64,1,0.96,0.6189265536723160,0.7321637426900590,0.9654481274722680,0.6665270790963980,0.7482361418169330
20,easy,20480,32,2,64,1,0.7508982035928140,0.926241134751773,0.8142857142857140,0.7569272275409120,0.9270669188991610,0.815084824527637
20,hard,20480,32,2,64,1,0.9029850746268660,0.7922568460812090,0.7947470817120620,0.9044593812165760,0.7926284019745020,0.7961378444241120
20,expert,20480,32,2,64,1,0.9535211267605630,0.6785714285714290,0.756514657980456,0.9572811451010610,0.6785253568191480,0.75726453197918
20,expertplus,20480,32,2,64,1,0.9371069182389940,0.5123762376237620,0.646875,0.939720394736842,0.5125387957790190,0.648614809809611
20,all_diff,20480,32,2,64,1,0.8684413580246910,0.7409604519774010,0.756508875739645,0.8727293995651720,0.7782200261306520,0.7623514826546070
10,easy,20480,32,2,64,1,0.9350877192982460,0.8567375886524820,0.8494545454545460,0.9379724175642270,0.857818714188592,0.8460652723516520
10,hard,20480,32,2,64,1,0.9878542510121460,0.6525023607176580,0.7611111111111110,0.9883682983682980,0.6538014543887160,0.7588564406904160
10,expert,20480,32,2,64,1,0.9892703862660940,0.5619533527696790,0.6868596881959910,0.9895332927941620,0.5651195459873300,0.6876648268946000
10,expertplus,20480,32,2,64,1,1.0,0.4678217821782180,0.6146341463414630,1.0,0.4685412787088760,0.6157069970845480
10,all_diff,20480,32,2,64,1,0.9696428571428570,0.6319209039548020,0.7342852453635320,0.972191615403042,0.6703580534961190,0.7498588632798790
10,easy,20480,32,2,64,1,0.9357142857142860,0.851063829787234,0.8590405904059040,0.9386432825514780,0.8509687832041470,0.8565206404300470
10,hard,20480,32,2,64,1,0.9781512605042020,0.6553352219074600,0.7672747374239910,0.9775615203552130,0.6569419982631060,0.7652756397800230
10,expert,20480,32,2,64,1,0.9895561357702350,0.5357142857142860,0.669728984841525,0.9870967741935480,0.5388630531575460,0.6673102964724890
10,expertplus,20480,32,2,64,1,1.0,0.4678217821782180,0.6176470588235290,1.0,0.4691123525760400,0.618853123277902
10,all_diff,20480,32,2,64,1,0.9664067186562690,0.6220338983050850,0.7269725982172330,0.9690808042108590,0.6638538437349420,0.7421703235672170
20,easy,20480,32,2,64,1,0.8511560693641620,0.9304964539007090,0.8432355046528280,0.8559589988471180,0.931021401999348,0.8421189874615990
20,hard,20480,32,2,64,1,0.9416785206258890,0.7780925401322000,0.7875848690591660,0.9427875034680500,0.7789168791144650,0.7872063256449210
20,expert,20480,32,2,64,1,0.9595959595959600,0.6989795918367350,0.7539748953974900,0.9616302504014620,0.6987336582809150,0.7529603580846500
20,expertplus,20480,32,2,64,1,0.946808510638298,0.5470297029702970,0.6737804878048780,0.9551470588235300,0.5425077591558040,0.6703018537550910
20,all_diff,20480,32,2,64,1,0.9195197865718100,0.7468926553672320,0.7600767754318620,0.9218681339480300,0.7793988421197000,0.765712756949546
20,easy,20480,32,2,64,1,0.7994652406417110,0.9361702127659580,0.8231245698554710,0.8041050753259370,0.9369126401577490,0.8219556720067580
20,hard,20480,32,2,64,1,0.9374130737134910,0.8045325779036830,0.7936031984008000,0.9380314836003540,0.804019512870824,0.7941833789033220
20,expert,20480,32,2,64,1,0.9710806697108070,0.7376093294460640,0.7486631016042780,0.9717816054187050,0.7362395525310990,0.7468609261166660
20,expertplus,20480,32,2,64,1,0.9328859060402680,0.6163366336633660,0.7063829787234040,0.935104052573932,0.6092985723153320,0.70150405896708
20,all_diff,20480,32,2,64,1,0.9014518257809060,0.7779661016949150,0.753998476770754,0.906543429643682,0.8033570239103570,0.7625601666460180
20,easy,20480,32,2,64,1,0.7704714640198510,0.926241134751773,0.8219722038385180,0.7775838243901680,0.92612713704897,0.822163950522565
20,hard,20480,32,2,64,1,0.8868832731648620,0.773371104815864,0.7837573385518590,0.8898703493487300,0.7757987355658330,0.784943020022474
20,expert,20480,32,2,64,1,0.9525745257452580,0.6960641399416910,0.7614790735473390,0.9558245753227690,0.6972316026743130,0.7587907612822090
20,expertplus,20480,32,2,64,1,0.9447852760736200,0.5544554455445550,0.6706586826347310,0.946190476190476,0.5508876474239600,0.6678738328440650
20,all_diff,20480,32,2,64,1,0.8662420382165610,0.748587570621469,0.7544251078387630,0.868216046586858,0.7841043127299580,0.7603317553534530
30,easy,20480,32,2,64,1,0.6052880075542970,0.950354609929078,0.7267573696145120,0.6171456638111970,0.950715302846012,0.7314921266247100
30,hard,20480,32,2,64,1,0.7582938388625590,0.8517469310670440,0.7568590350047300,0.7718601056939330,0.8517942131881100,0.7592445461450310
30,expert,20480,32,2,64,1,0.8599624060150380,0.7871720116618080,0.7783783783783780,0.8689405835412180,0.7865591917978430,0.7797356906938520
30,expertplus,20480,32,2,64,1,0.9125,0.6460396039603960,0.7334315169366720,0.9233333333333330,0.6439602731222840,0.729022159980229
30,all_diff,20480,32,2,64,1,0.7533645406670570,0.8228813559322030,0.740155217016384,0.7633165686603170,0.849331488267632,0.7423263477838280
30,easy,20480,32,2,64,1,0.6451942740286300,0.9546099290780140,0.7498514557338090,0.6580876863008660,0.9556026758797780,0.7546342304395140
30,hard,20480,32,2,64,1,0.7746615087040620,0.8441926345609070,0.7654085045389390,0.791967572852701,0.8445732471368680,0.7671123140646870
30,expert,20480,32,2,64,1,0.8616822429906540,0.7864431486880470,0.7751436781609200,0.8720770822753720,0.7849864068399270,0.7757950809081010
30,expertplus,20480,32,2,64,1,0.9067796610169490,0.6732673267326730,0.7566063977746870,0.9225923301047330,0.6701179391682190,0.7584249084249080
30,all_diff,20480,32,2,64,1,0.7739602169981920,0.8206214689265540,0.7489063867016620,0.7833283773280890,0.8439247779012390,0.7523374306771570
30,easy,20480,32,2,64,1,0.7224824355971900,0.9361702127659580,0.7915330339961510,0.7401087096019890,0.936696774260398,0.7943016075593230
30,hard,20480,32,2,64,1,0.8215077605321510,0.8281397544853640,0.771622934888241,0.8337785340218480,0.8281671809813440,0.7729066116387400
30,expert,20480,32,2,64,1,0.8930131004366810,0.7594752186588920,0.7756337495270530,0.9000296913576330,0.758969471276823,0.775865135812851
30,expertplus,20480,32,2,64,1,0.9087301587301590,0.6658415841584160,0.7475035663338090,0.9165145059849870,0.6577405338299190,0.7421855253180560
30,all_diff,20480,32,2,64,1,0.8197855413351780,0.7977401129943500,0.7521629919062240,0.8293292637006970,0.8234840477710260,0.7551013212642340
30,easy,20480,32,2,64,1,0.6450617283950620,0.9560283687943260,0.7477638640429340,0.6537259874282400,0.9567704086331890,0.7510439574366000
30,hard,20480,32,2,64,1,0.7567567567567570,0.8555240793201130,0.77207582061951,0.7687768239809160,0.8561304636115480,0.7738307709532020
30,expert,20480,32,2,64,1,0.8709090909090910,0.7981049562682220,0.7838224767358630,0.8761374030780730,0.7969687097361110,0.784422424799384
30,expertplus,20480,32,2,64,1,0.9015748031496060,0.6732673267326730,0.7413554633471650,0.9147547468354430,0.6661204220980760,0.7402428036230850
30,all_diff,20480,32,2,64,1,0.7683956574185770,0.8313559322033900,0.7576530612244900,0.7708999443884090,0.8566969073112870,0.7596924631895890
30,easy,20480,32,2,64,1,0.6640625,0.95177304964539,0.7484957882069800,0.687831907107079,0.952296961985829,0.7521696544231970
30,hard,20480,32,2,64,1,0.7740667976424360,0.830028328611898,0.7587867116032740,0.789694980287195,0.8307243676484100,0.7588283408971090
30,expert,20480,32,2,64,1,0.8715313463514900,0.7667638483965020,0.7801260659992590,0.8818169376713280,0.7649042785295480,0.7795615440034710
30,expertplus,20480,32,2,64,1,0.9121338912133890,0.6361386138613860,0.739568345323741,0.9224711623779950,0.6327870887647420,0.7403150276713500
30,all_diff,20480,32,2,64,1,0.7799152266058040,0.8070621468926550,0.7417788261412520,0.7931636219301860,0.8352483230043180,0.7452588720374040
30,easy,20480,32,2,64,1,0.6303270564915760,0.950354609929078,0.743811168681635,0.6380943994729870,0.9509915348595060,0.7488903371974950
30,hard,20480,32,2,64,1,0.7656702025072320,0.833805476864967,0.7652582159624410,0.7769580851527200,0.8332618334762220,0.7673123571624140
30,expert,20480,32,2,64,1,0.8682692307692310,0.7908163265306120,0.7737965979008320,0.8699047045796770,0.7902435147413280,0.7722100989001380
30,expertplus,20480,32,2,64,1,0.8979591836734690,0.6955445544554460,0.7533512064343160,0.9071790897562350,0.6906890130353820,0.7508095378274950
30,all_diff,20480,32,2,64,1,0.7658037326911500,0.8169491525423730,0.750393813547186,0.768950785718158,0.839850323933085,0.7533541082781990
30,easy,20480,32,2,64,1,0.6817691477885650,0.946099290780142,0.7745098039215690,0.6999233153899120,0.9467076746574110,0.780086889093101
30,hard,20480,32,2,64,1,0.7997957099080700,0.8215297450424930,0.7684003925417080,0.8154251494393380,0.8225312629566720,0.7692241188493430
30,expert,20480,32,2,64,1,0.8775510204081630,0.7711370262390670,0.7738187451587920,0.8842909539537640,0.771005182156786,0.7733051361209360
30,expertplus,20480,32,2,64,1,0.902127659574468,0.6683168316831680,0.7510431154381090,0.9163478399489880,0.6645313469894480,0.749146137060814
30,all_diff,20480,32,2,64,1,0.7981072555205050,0.8014124293785310,0.7540983606557380,0.8071590583665040,0.828802655478991,0.7595288681169310
30,easy,20480,32,2,64,1,0.6383616383616380,0.9432624113475180,0.7491207502930830,0.6483636159973130,0.9439337085004790,0.752694664225662
30,hard,20480,32,2,64,1,0.7778846153846150,0.8413597733711050,0.7708432586946170,0.7869921260763160,0.842326465273662,0.770686787908264
30,expert,20480,32,2,64,1,0.8725212464589240,0.7849854227405250,0.772596843615495,0.8789943726529520,0.7831014327851310,0.7733563433971580
30,expertplus,20480,32,2,64,1,0.9117647058823530,0.6856435643564360,0.751696065128901,0.9258720930232560,0.6760893854748600,0.7469098791624390
30,all_diff,20480,32,2,64,1,0.7756141402037150,0.8220338983050850,0.7528351264902590,0.7811014166660100,0.8451810886419510,0.7548452861977650
30,easy,20480,32,2,64,1,0.6630552546045500,0.95177304964539,0.7518427518427520,0.6831834704340500,0.9517216473440180,0.7563408747876720
30,hard,20480,32,2,64,1,0.789795918367347,0.8375826251180360,0.7591956841589010,0.8117759937322200,0.8368659397875250,0.758897050519719
30,expert,20480,32,2,64,1,0.8916155419222900,0.7733236151603500,0.7795738427626750,0.9010205429544260,0.7699380908990920,0.778464677711653
30,expertplus,20480,32,2,64,1,0.918103448275862,0.6658415841584160,0.7349228611500700,0.9287474130284810,0.654885164494103,0.7283305666764310
30,all_diff,20480,32,2,64,1,0.7927578402845140,0.8138418079096050,0.7393336348560230,0.8067904655394970,0.8393902985931400,0.7425944655825360
30,easy,20480,32,2,64,1,0.6907216494845360,0.9432624113475180,0.7642585551330800,0.702994818930008,0.9440280531000150,0.7659550008170490
30,hard,20480,32,2,64,1,0.8196544276457880,0.833805476864967,0.764735516372796,0.8327994076601580,0.834570418373638,0.7638867269565810
30,expert,20480,32,2,64,1,0.8946259220231820,0.7813411078717200,0.7787009063444110,0.901358661169438,0.7807298658284060,0.7785030392003270
30,expertplus,20480,32,2,64,1,0.9212962962962960,0.6584158415841580,0.7401129943502820,0.934567901234568,0.6476474239602730,0.7397781351269720
30,all_diff,20480,32,2,64,1,0.8130904183535760,0.8053672316384180,0.7410824108241080,0.8200207712520370,0.8264424493944690,0.7461385027653350
20,easy,20480,32,2,64,1,0.7927807486631020,0.9191489361702130,0.8162422573984860,0.800162455093352,0.9195705000249680,0.8150482251972950
20,hard,20480,32,2,64,1,0.9,0.7913125590179420,0.7889168765743070,0.9016899834943870,0.7906066937123570,0.7892212455386770
20,expert,20480,32,2,64,1,0.9416243654822340,0.6902332361516040,0.7505120852109790,0.9416076203845760,0.6907800427746100,0.7508064921457350
20,expertplus,20480,32,2,64,1,0.9325842696629210,0.5470297029702970,0.6779141104294480,0.937206572769953,0.5465052762259470,0.6777051214739150
20,all_diff,20480,32,2,64,1,0.8833199679230150,0.7471751412429380,0.7585398035478670,0.8844879872807730,0.7811190477854820,0.7637207397998520
20,easy,20480,32,2,64,1,0.7748756218905470,0.9333333333333330,0.8257123923127900,0.7818393390701560,0.9337241047020510,0.8257884620035310
20,hard,20480,32,2,64,1,0.9016990291262140,0.7818696883852690,0.789166224110462,0.9037521062148910,0.7821396414652390,0.7868616372722160
20,expert,20480,32,2,64,1,0.9408060453400500,0.684402332361516,0.7529896907216500,0.9416476942454790,0.6831115426903850,0.7526529808410510
20,expertplus,20480,32,2,64,1,0.9314285714285710,0.5371287128712870,0.6666666666666670,0.9333694474539540,0.5347610180012410,0.6669922630560930
20,all_diff,20480,32,2,64,1,0.8761061946902660,0.7418079096045200,0.756490599820949,0.8789039714464480,0.7769216750027340,0.7634894757218120
20,easy,20480,32,2,64,1,0.7570552147239260,0.9205673758865250,0.8118421052631580,0.768174000335802,0.9214215180211,0.8138040133975950
20,hard,20480,32,2,64,1,0.8924205378973110,0.7705382436260620,0.781563126252505,0.8969534422003950,0.7709005882882700,0.7827842659264850
20,expert,20480,32,2,64,1,0.9635343618513330,0.6603498542274050,0.7475247524752480,0.965585985325353,0.6608506341455700,0.7460045922562730
20,expertplus,20480,32,2,64,1,0.94375,0.5470297029702970,0.6789554531490020,0.9479166666666670,0.5413656114214770,0.6747232472324720
20,all_diff,20480,32,2,64,1,0.8633587786259540,0.7290960451977400,0.7455228191796650,0.8737239778156050,0.7647669954881840,0.7532606441670210
20,easy,20480,32,2,64,1,0.8126684636118600,0.9276595744680850,0.8334485141672430,0.8210202920507880,0.9291098420991130,0.8329557205134260
20,hard,20480,32,2,64,1,0.9232839838492600,0.7960339943342780,0.7847600197921820,0.9260721766904950,0.7972342882887030,0.7851602190433460
20,expert,20480,32,2,64,1,0.9603399433427760,0.6873177842565600,0.7523849025300710,0.9615320331921530,0.686379010546023,0.751365859700887
20,expertplus,20480,32,2,64,1,0.9551282051282050,0.5272277227722770,0.6666666666666670,0.9571428571428570,0.5258721291123530,0.6669630369630370
20,all_diff,20480,32,2,64,1,0.897822445561139,0.747457627118644,0.7507198060312170,0.9018227623394310,0.7857636910390320,0.7578074409995270
20,easy,20480,32,2,64,1,0.8093278463648830,0.926241134751773,0.8228730822873080,0.8184314096426830,0.9269118565701860,0.8221977841430160
20,hard,20480,32,2,64,1,0.912742382271468,0.7695939565627950,0.7928015564202330,0.915043513242384,0.7706804398075170,0.7932544589460850
20,expert,20480,32,2,64,1,0.9643916913946590,0.672740524781341,0.7562474395739450,0.9652056385579540,0.6730168127506280,0.7549884095859760
20,expertplus,20480,32,2,64,1,0.9395604395604400,0.5420792079207920,0.6738461538461540,0.9481764548136230,0.5374922408441960,0.6711212262682850
20,all_diff,20480,32,2,64,1,0.8892011240465680,0.7282485875706220,0.7552260934025200,0.8937127428448880,0.7666941656331670,0.7617588117091740
10,easy,20480,32,2,64,1,0.9376114081996440,0.875177304964539,0.8669144981412640,0.9413827160058320,0.875732249198171,0.8646107868480040
10,hard,20480,32,2,64,1,0.9804618117229130,0.6591123701605290,0.7615930169121660,0.980893004360618,0.6598159828817520,0.7604224768134870
10,expert,20480,32,2,64,1,0.9817767653758540,0.5801749271137030,0.6985519964896890,0.9797316801488820,0.5794332766584170,0.6945412584753420
10,expertplus,20480,32,2,64,1,0.9866666666666670,0.5321782178217820,0.6554878048780490,0.9888888888888890,0.525747982619491,0.649969362745098
10,easy,20480,32,2,64,1,0.940959409594096,0.851063829787234,0.8556851311953350,0.9417388340980490,0.8513003633137740,0.8530661264487070
10,hard,20480,32,2,64,1,0.9921104536489150,0.6619452313503310,0.7545706371191140,0.9904980842911880,0.6627279418843380,0.7532071638817710
10,expert,20480,32,2,64,1,0.9878419452887540,0.5612244897959180,0.6841403820524210,0.986111111111111,0.5626543034172410,0.6802074540750180
10,expertplus,20480,32,2,64,1,1.0,0.4777227722772280,0.6176,1.0,0.4705772811918060,0.609536354056902
10,easy,20480,32,2,64,1,0.9442379182156130,0.8468085106382980,0.8559139784946240,0.9474365422503600,0.8480542320759830,0.8532369924647790
10,hard,20480,32,2,64,1,0.982824427480916,0.6591123701605290,0.7607629427792920,0.9834061444995290,0.6595544578327300,0.7605934758700220
10,expert,20480,32,2,64,1,0.9860788863109050,0.5502915451895040,0.6807935076645630,0.9871376811594200,0.5532707584777060,0.6796823678155090
10,expertplus,20480,32,2,64,1,1.0,0.4752475247524750,0.6243902439024390,1.0,0.4774922408441960,0.6268703041719290
10,easy,20480,32,2,64,1,0.927536231884058,0.8482269503546100,0.8590704647676160,0.929547883377213,0.8488410772250890,0.8566405554905210
10,hard,20480,32,2,64,1,0.9879759519038080,0.6496694995278570,0.7494553376906320,0.9882011360121470,0.6524613736468410,0.7492345558808300
10,expert,20480,32,2,64,1,1.0,0.489067055393586,0.6381359961959110,1.0,0.4910324263819150,0.6356412988566580
10,expertplus,20480,32,2,64,1,1.0,0.3762376237623760,0.5390070921985820,1.0,0.3748975791433890,0.5380333951762520
10,easy,20480,32,2,64,1,0.9375,0.8482269503546100,0.8528138528138530,0.941039201341944,0.8494645574501600,0.8508015031976320
10,hard,20480,32,2,64,1,0.9824868651488620,0.6525023607176580,0.7593406593406590,0.9829338708670890,0.6546903018706970,0.7595570398618820
10,expert,20480,32,2,64,1,0.9881305637982200,0.5240524781341110,0.6614535418583260,0.9849002849002850,0.5268369558949630,0.6606836120696830
10,expertplus,20480,32,2,64,1,1.0,0.448019801980198,0.5973597359735970,1.0,0.4479081315952820,0.5980744757372880
10,easy,20480,32,2,64,1,0.9384057971014490,0.8553191489361700,0.8522388059701490,0.9406721238760330,0.8556974113569670,0.850543675653664
10,hard,20480,32,2,64,1,0.9884393063583820,0.667610953729934,0.7561497326203210,0.9892376775271510,0.6699632954951950,0.7566720795422580
10,expert,20480,32,2,64,1,0.9868852459016390,0.5335276967930030,0.6553267681289170,0.9875747814081920,0.5336420503947730,0.6522923103280630
10,expertplus,20480,32,2,64,1,1.0,0.4356435643564360,0.5876460767946580,1.0,0.4310862818125390,0.5826493388052900
10,easy,20480,32,2,64,1,0.9230769230769230,0.8567375886524820,0.8600143575017950,0.9270540997666000,0.8575398402512030,0.8589891613375210
10,hard,20480,32,2,64,1,0.9724919093851130,0.6808309726156750,0.771986970684039,0.9738456537543950,0.6822504612539890,0.7712478144012270
10,expert,20480,32,2,64,1,0.9723661485319520,0.6027696793002920,0.7123169681309220,0.973514211701218,0.6071331126268020,0.7113894077932860
10,expertplus,20480,32,2,64,1,0.9758064516129030,0.4925742574257430,0.634768740031898,0.9762277951933120,0.495903165735568,0.6368421052631580
20,easy,20480,32,2,64,1,0.8049113233287860,0.9163120567375890,0.8220282068502350,0.8111319621359450,0.916146837758158,0.8220519470905510
20,hard,20480,32,2,64,1,0.9029754204398450,0.7695939565627950,0.7853610286844710,0.9058052793432110,0.7704621662376850,0.7850818682297110
20,expert,20480,32,2,64,1,0.9469153515064560,0.6516034985422740,0.7418947368421050,0.9488556037180020,0.651547836139783,0.7422791791947640
20,expertplus,20480,32,2,64,1,0.942528735632184,0.5222772277227720,0.6677215189873420,0.9515229515229520,0.5208566108007450,0.6670435446906040
10,easy,20480,32,2,64,1,0.9273648648648650,0.8709219858156030,0.864070536370316,0.9292431149527790,0.8706671597601260,0.862415252271477
10,hard,20480,32,2,64,1,0.9854014598540150,0.6610009442870630,0.7654455986878080,0.9867246584415380,0.6615136630844950,0.763635461034919
10,expert,20480,32,2,64,1,0.993975903614458,0.5153061224489800,0.662295081967213,0.9819158697961940,0.5164368951689620,0.6603660585596340
10,expertplus,20480,32,2,64,1,1.0,0.4183168316831680,0.5787671232876710,1.0,0.4183860955928000,0.5790412327008130
20,easy,20480,32,2,64,1,0.7455410225921520,0.926241134751773,0.8111254851228980,0.7515003210546970,0.9270669188991610,0.8120342959112560
20,hard,20480,32,2,64,1,0.8962962962962960,0.7922568460812090,0.7924345295829290,0.89763564365735,0.7926284019745020,0.793926541508325
20,expert,20480,32,2,64,1,0.9521800281293950,0.6785714285714290,0.755193482688391,0.9555570071700270,0.6776432288539370,0.7559958040663980
20,expertplus,20480,32,2,64,1,0.9371069182389940,0.5099009900990100,0.6446540880503140,0.939720394736842,0.510316573556797,0.645538577626863
10,easy,20480,32,2,64,1,0.9334500875656740,0.8567375886524820,0.8488372093023260,0.9358910114587690,0.857818714188592,0.8454754042045320
10,hard,20480,32,2,64,1,0.9878542510121460,0.6525023607176580,0.7606885063853410,0.9883682983682980,0.6538014543887160,0.759258173161698
10,expert,20480,32,2,64,1,0.9892703862660940,0.5626822157434400,0.6871384067645750,0.9895332927941620,0.5659528793206630,0.6878660767938260
10,expertplus,20480,32,2,64,1,1.0,0.4678217821782180,0.6146341463414640,1.0,0.4685412787088760,0.6157069970845480
10,easy,20480,32,2,64,1,0.9340463458110520,0.851063829787234,0.8584070796460180,0.936760929610302,0.8509687832041470,0.8559082169829780
10,hard,20480,32,2,64,1,0.976510067114094,0.6553352219074600,0.7668508287292820,0.975561520355213,0.6569419982631060,0.7648947599476100
10,expert,20480,32,2,64,1,0.9895561357702350,0.5357142857142860,0.6688102893890680,0.9870967741935480,0.5388630531575460,0.666610019527113
10,expertplus,20480,32,2,64,1,1.0,0.4678217821782180,0.6176470588235290,1.0,0.4691123525760400,0.6188531232779020
20,easy,20480,32,2,64,1,0.8450502152080350,0.9304964539007090,0.8402282453637660,0.8492110752499730,0.931021401999348,0.839103316926396
20,hard,20480,32,2,64,1,0.9363507779349360,0.7780925401322000,0.7868217054263570,0.9374992922421680,0.7789168791144650,0.7865065924730280
20,expert,20480,32,2,64,1,0.9578313253012050,0.6989795918367350,0.7533444816053510,0.9592888527226090,0.6987336582809150,0.7523715323904380
