difficulty,difficulty_result,seq_length_train,batch_train,num_layers_train,onset_weight_train,enable_beats,precision_micro,recall_micro,f1_micro,precision_chart,recall_chart,f1_chart
'',all_diff,20480,32,2,64,1,0.9362808842652800,0.7745762711864410,0.8043413618792740,0.9423379597722660,0.7815547210832400,0.8126139676529070
'',easy,20480,32,2,64,1,0.9505494505494500,0.8680851063829790,0.865606936416185,0.952582311101007,0.8688121869626170,0.8649751550635100
'',hard,20480,32,2,64,1,0.9453237410071940,0.7629839471199250,0.793666501731816,0.9517973152905630,0.7629583091324800,0.793810379907906
'',expert,20480,32,2,64,1,0.906148867313916,0.7755102040816330,0.7881481481481480,0.912536864585868,0.7743891693512660,0.7876057988451250
'',expertplus,20480,32,2,64,1,0.9017857142857140,0.7599009900990100,0.7774798927613940,0.9067852437417660,0.7581750465549350,0.7770927705962510
'',all_diff,20480,32,2,64,1,0.927257525083612,0.7836158192090400,0.8019008019008020,0.9369604811643100,0.7965571114668860,0.8111835006966990
'',easy,20480,32,2,64,1,0.9546313799621930,0.8624113475177310,0.8675932699341620,0.9586873332008510,0.8633897968549670,0.8658821865742560
'',hard,20480,32,2,64,1,0.9646153846153850,0.7629839471199250,0.7933467741935480,0.9668218518902680,0.7639650319373490,0.7927845416257960
'',expert,20480,32,2,64,1,0.9326113116726840,0.7915451895043730,0.7923275544079680,0.9371834297533140,0.7908256236247580,0.792979043134514
'',expertplus,20480,32,2,64,1,0.9090909090909090,0.7747524752475250,0.7805486284289280,0.9147869674185460,0.7777901924270640,0.7818809643395280
'',all_diff,20480,32,2,64,1,0.9451992753623190,0.7822033898305090,0.8032525047190360,0.9517656276025450,0.7947432946938330,0.8115662923280700
'',easy,20480,32,2,64,1,0.939047619047619,0.8595744680851060,0.8675733715103790,0.9424365701643910,0.8602156175319380,0.8661351657779500
'',hard,20480,32,2,64,1,0.96206373292868,0.7601510859301230,0.7949748743718590,0.9632795611180140,0.7599537903040350,0.7949132128611730
'',expert,20480,32,2,64,1,0.919501133786848,0.7886297376093290,0.7876477316050320,0.9231697349941330,0.787727939573339,0.7863647059876760
'',expertplus,20480,32,2,64,1,0.908695652173913,0.754950495049505,0.7803547066848570,0.9129380475594490,0.7577281191806330,0.7815393034674610
'',all_diff,20480,32,2,64,1,0.9351045296167250,0.7711864406779660,0.8004691394223720,0.941085461183884,0.7861644153207310,0.8098330363590930
'',easy,20480,32,2,64,1,0.947653429602888,0.8624113475177310,0.8654124457308250,0.9515540653434400,0.8632407424758890,0.862875341981088
'',hard,20480,32,2,64,1,0.9446808510638300,0.7695939565627950,0.7966764418377320,0.9481118504173850,0.7691725064421910,0.7968068433519860
'',expert,20480,32,2,64,1,0.9155405405405410,0.7973760932944610,0.792086599477417,0.9205825235164650,0.795744350661142,0.7906728812818400
'',expertplus,20480,32,2,64,1,0.9054054054054050,0.7524752475247530,0.7785234899328860,0.907917525773196,0.7515083798882680,0.7808293657791100
'',all_diff,20480,32,2,64,1,0.9307724778387500,0.7872881355932200,0.805066239627311,0.9380724826349780,0.7928801610817810,0.8127199422300800
'',easy,20480,32,2,64,1,0.951219512195122,0.8780141843971630,0.863768115942029,0.954509636346256,0.8795611216520390,0.8621230503846030
'',hard,20480,32,2,64,1,0.953662182361734,0.7695939565627950,0.8002075765438510,0.954512400604649,0.7696603797176310,0.7986731531832870
'',expert,20480,32,2,64,1,0.9236031927023940,0.7871720116618080,0.7884121745507880,0.9270558629834010,0.7871927382209920,0.7880318320059880
'',expertplus,20480,32,2,64,1,0.9036697247706420,0.7376237623762380,0.7706919945725920,0.9081525999477400,0.7421725636250780,0.774115923833438
'',all_diff,20480,32,2,64,1,0.9368741837178930,0.7889830508474580,0.799697656840514,0.9430338812262040,0.8040997716036100,0.8086667197410230
'',easy,20480,32,2,64,1,0.9618320610687020,0.849645390070922,0.8632668144863270,0.9627523323902860,0.8495005298284130,0.8618335198770090
'',hard,20480,32,2,64,1,0.9551374819102750,0.7677053824362610,0.7972760607647980,0.9576818421294380,0.7677409636737410,0.7949381561269180
'',expert,20480,32,2,64,1,0.9154040404040400,0.7842565597667640,0.7905951506245410,0.9191083902409740,0.7837999363449690,0.7910921856253460
'',expertplus,20480,32,2,64,1,0.8949579831932770,0.7475247524752480,0.7894039735099340,0.9019874861980120,0.7493482309124770,0.7911178800749350
'',all_diff,20480,32,2,64,1,0.931904161412358,0.7805084745762710,0.8022648083623690,0.940346757319838,0.7884615096897720,0.8097590790466130
'',easy,20480,32,2,64,1,0.9531835205992510,0.8567375886524820,0.8621190130624090,0.9578349215816400,0.8577493852387120,0.8604909872878810
'',hard,20480,32,2,64,1,0.9506531204644410,0.7648725212464590,0.7938931297709920,0.9544084326700560,0.7635550053050470,0.7929976002067770
'',expert,20480,32,2,64,1,0.9180887372013650,0.7966472303207000,0.7870540639941150,0.9198588475209580,0.7967319797068220,0.7862451264696100
'',expertplus,20480,32,2,64,1,0.9065040650406500,0.7945544554455450,0.7896678966789670,0.9121640537514000,0.7967101179391680,0.7904059852569040
'',easy,20480,32,2,64,1,0.969574036511156,0.873758865248227,0.8629441624365480,0.973916194872104,0.8747378985463770,0.86166537923353
'',hard,20480,32,2,64,1,0.9656786271450860,0.7648725212464590,0.7979643765903310,0.9664352845235780,0.7648680099831950,0.7975477865817460
'',expert,20480,32,2,64,1,0.9419035846724350,0.7864431486880470,0.7865947611710320,0.9456257585005040,0.7861197813575810,0.785497940196367
'',expertplus,20480,32,2,64,1,0.9292929292929290,0.7574257425742570,0.7836107554417410,0.9338972431077690,0.7605214152700190,0.7849474464536290
'',easy,20480,32,2,64,1,0.9479553903345720,0.8524822695035460,0.8641618497109830,0.9527978324506050,0.8533725540000950,0.8621737259118960
'',hard,20480,32,2,64,1,0.9478260869565220,0.7601510859301230,0.7974244675581970,0.9513166687872470,0.7597108147640410,0.7965425606736470
'',expert,20480,32,2,64,1,0.9247685185185180,0.7689504373177840,0.7887537993920970,0.926895240800027,0.7680259228667950,0.7882317848474620
'',expertplus,20480,32,2,64,1,0.9120370370370370,0.7475247524752480,0.7733674775928300,0.917086644698585,0.7487771570453130,0.7746727792173280
'',easy,20480,32,2,64,1,0.9488117001828150,0.8680851063829790,0.8643578643578640,0.950500904995549,0.8688121869626170,0.8637394751361920
'',hard,20480,32,2,64,1,0.9439655172413790,0.7629839471199250,0.7928818586258030,0.9498365309768380,0.7629583091324800,0.7930423045266530
'',expert,20480,32,2,64,1,0.9040948275862070,0.7762390670553940,0.7877218934911240,0.9102092219624510,0.7751467451088420,0.7871538988064290
'',expertplus,20480,32,2,64,1,0.9017857142857140,0.7574257425742570,0.7764390896921020,0.9067852437417660,0.7553817504655490,0.7758671326617520
'',easy,20480,32,2,64,1,0.9546313799621930,0.8609929078014190,0.8688644688644690,0.9586873332008510,0.862038445503616,0.8671450595086650
'',hard,20480,32,2,64,1,0.963076923076923,0.7629839471199250,0.7921489682939110,0.9648804146286950,0.7639650319373490,0.7917338267025250
'',expert,20480,32,2,64,1,0.9314903846153850,0.7915451895043730,0.7917434574272020,0.935761518331403,0.7909395324976590,0.7924004594374630
'',expertplus,20480,32,2,64,1,0.9090909090909090,0.7747524752475250,0.7786069651741290,0.9147869674185460,0.7777901924270640,0.7799141695245590
'',easy,20480,32,2,64,1,0.9389312977099240,0.8595744680851060,0.8657142857142860,0.9423837160417700,0.8602156175319380,0.8642712462163260
'',hard,20480,32,2,64,1,0.9606060606060610,0.7601510859301230,0.7941767068273090,0.96165048843631,0.7599537903040350,0.7939158919494310
'',expert,20480,32,2,64,1,0.917420814479638,0.7871720116618080,0.7870476190476190,0.9214365054616010,0.7861485393766820,0.7857178392839810
'',expertplus,20480,32,2,64,1,0.908695652173913,0.754950495049505,0.7782312925170070,0.9129380475594490,0.7577281191806330,0.7793650793650800
'',easy,20480,32,2,64,1,0.945945945945946,0.8624113475177310,0.8654124457308250,0.9495557660237120,0.8632407424758890,0.862875341981088
'',hard,20480,32,2,64,1,0.940677966101695,0.7695939565627950,0.7955100048804290,0.94363299593853,0.7691725064421910,0.7956973911840460
'',expert,20480,32,2,64,1,0.9124579124579120,0.7951895043731780,0.7906110283159460,0.9173626914049920,0.793549231756266,0.7890585766523410
'',expertplus,20480,32,2,64,1,0.9013452914798210,0.7475247524752480,0.774798927613941,0.9031836734693880,0.7464928615766600,0.7768150998717250
'',easy,20480,32,2,64,1,0.9347442680776010,0.8539007092198580,0.863235294117647,0.9379923683691000,0.8555676078803870,0.8620582850583690
'',hard,20480,32,2,64,1,0.9405099150141640,0.7582625118035880,0.7926949654491610,0.9422578851989240,0.7588955955110690,0.7931348173682150
'',expert,20480,32,2,64,1,0.920617420066152,0.7602040816326530,0.7886363636363640,0.9255400864894050,0.7593872422266920,0.7871210274886680
'',expertplus,20480,32,2,64,1,0.9004149377593360,0.7400990099009900,0.7756160830090790,0.9087784049790130,0.7409683426443200,0.7764282501124610
'',easy,20480,32,2,64,1,0.9476635514018690,0.8780141843971630,0.8625180897250360,0.951177099125126,0.8795611216520390,0.8608706883821910
'',hard,20480,32,2,64,1,0.9508196721311480,0.7695939565627950,0.7985499741066810,0.9513463288725400,0.7696603797176310,0.7971605510865020
'',expert,20480,32,2,64,1,0.9204545454545450,0.7857142857142860,0.7878343715646760,0.9236672890858170,0.7854744491354460,0.7873976933587330
'',expertplus,20480,32,2,64,1,0.8995433789954340,0.7400990099009900,0.7696476964769650,0.9029715762273900,0.7443947858473000,0.7728813559322030
'',easy,20480,32,2,64,1,0.9618320610687020,0.849645390070922,0.862629246676514,0.9627523323902860,0.8495005298284130,0.8612157873188690
'',hard,20480,32,2,64,1,0.953757225433526,0.7677053824362610,0.7972760607647980,0.9558299902775860,0.7677409636737410,0.7949381561269180
'',expert,20480,32,2,64,1,0.9154040404040400,0.7835276967930030,0.78928046989721,0.9183076948538060,0.7829666030116360,0.7897092358268650
'',expertplus,20480,32,2,64,1,0.8949579831932770,0.7475247524752480,0.7883597883597880,0.9019874861980120,0.7493482309124770,0.7898890100724960
